convo_id,line,author,text,is_predator,is_suspicious,image_type
synth_17,1,Predator_Sim,"wassup, fr? how's it going?",1,1,none
synth_17,2,Minor_Sim,"it's chill, thanks! what about you?",0,0,none
synth_17,3,Predator_Sim,"I'm good too, lol. so...you play Roblox a lot, huh?",1,1,none
synth_17,4,Minor_Sim,"yep, it's my favorite game! i love the games on there.",0,0,none
synth_17,5,Predator_Sim,"that's rad, fr. do you have any friends in-game that you play with often?",1,1,none
synth_17,6,Minor_Sim,"uh, yeah...i guess? I mean, I don't really have anyone right now but I used to.",0,0,none
synth_17,7,Predator_Sim,fair enough. do you think your playstyle might change if more people started playing with you?,1,1,none
synth_17,8,Minor_Sim,"idk, probably not. i like doing my own thing in the game.",0,0,none
synth_17,9,Predator_Sim,"cool! it's always good to be independent, sus. so are you planning on getting any new gear or something for Roblox soon?",1,1,none
synth_17,10,Minor_Sim,"yeah, I'm saving up to get some cool skins and stuff!",0,0,none
synth_17,11,Predator_Sim,"awesome, fr. that sounds like a fun goal to work towards.",1,1,none
synth_17,12,Minor_Sim,totally! once I have enough points I'll be able to unlock more stuff.,0,0,none
synth_17,13,Predator_Sim,"sweet deal! well, good luck with your progress, lol. it's always nice chatting with you!",1,1,none
synth_17,14,Minor_Sim,thanks! same to you!,0,0,none
synth_18,1,Minor_Sim,wassup fr?,0,0,none
synth_18,2,Predator_Sim,"hey, whatcha doin' in Roblox? lol",1,1,none
synth_18,3,Minor_Sim,just playin' some games and stuff. Sus.,0,0,none
synth_18,4,Predator_Sim,which games are you playing though? lol,1,1,none
synth_18,5,Minor_Sim,I don't wanna say. Sus.,0,0,none
synth_18,6,Predator_Sim,"alright then, what's your most favorite game on the platform? fr",1,1,none
synth_18,7,Minor_Sim,I don't know... maybe Murder Mystery. Sus.,0,0,none
synth_18,8,Predator_Sim,"oh cool! have you ever played any other scary games? like, What the F is a place or something? lol",1,1,none
synth_18,9,Minor_Sim,"yeah, I've tried 'What the F is a Place' before... It was pretty funny actually. Sus.",0,0,none
synth_18,10,Predator_Sim,that sounds interesting... what do you think about playing more scary games? fr,1,1,none
synth_18,11,Minor_Sim,I'm not really into that kind of stuff. Sus.,0,0,none
synth_18,12,Predator_Sim,"alright then, how about we switch to something more light-hearted? like, do you have any favorite Roblox places to hang out or explore? lol",1,1,none
synth_18,13,Minor_Sim,Yeah! I love checking out different islands and bases... There's one called 'Island Escape' that I really enjoy. Sus.,0,0,none
synth_18,14,Predator_Sim,"oh cool! how about this... if you could create your own custom game in Roblox, what would it be about and why? fr",1,1,none
synth_18,15,Minor_Sim,Hmm... I'd probably make a game where you're on an adventure to find hidden treasure... like 'Pirate Quest' or something. Sus.,0,0,none
synth_18,16,Predator_Sim,"that sounds pretty fun! So if we were playing your custom game right now, which character would you choose to be? lol",1,1,none
synth_18,17,Minor_Sim,Oh gosh... I don't know... maybe a pirate captain or something. Sus.,0,0,none
synth_18,18,Predator_Sim,"awesome choice! Alright then, let's finish this chat off... What's the one thing you'd like to achieve in Roblox before we wrap up our conversation? fr",1,1,none
synth_18,19,Minor_Sim,"Hmm... I think I just want to play some more games and have fun with my friends. That sounds good enough for now, I guess. Sus.",0,0,none
